id,ROUGE-1,ROUGE-2,ROUGE-L,BLEU-1,BLEU-2,BLEU-3,BLEU-4,BLEU,METEOR,BERTScore-F1
1204,0.2661,0.0741,0.1743,0.1205,0.0517,0.0247,0.0096,0.0096,0.1077,-0.1377
1205,0.2114,0.0331,0.1626,0.125,0.0536,0.0322,0.0141,0.0141,0.1827,0.1578
1206,0.2857,0.0552,0.1905,0.1717,0.0592,0.0153,0.0078,0.0078,0.2805,0.1611
1207,0.473,0.137,0.2568,0.2987,0.1536,0.068,0.0255,0.0255,0.2511,0.2813
1208,0.4151,0.1656,0.3145,0.2892,0.1571,0.0673,0.0248,0.0248,0.2488,0.2098
1209,0.4773,0.2069,0.3068,0.4181,0.2528,0.1317,0.0861,0.0861,0.297,0.2427
1210,0.4,0.1119,0.2207,0.1932,0.1054,0.0235,0.0111,0.0111,0.2921,0.2376
1211,0.469,0.2411,0.354,0.2682,0.182,0.1355,0.1025,0.1025,0.2711,0.2054
1212,0.4294,0.1714,0.2712,0.3783,0.2389,0.1591,0.1177,0.1177,0.2714,0.2916
1213,0.4176,0.1111,0.3077,0.3579,0.1745,0.0994,0.068,0.068,0.2805,0.346
1214,0.3509,0.071,0.1871,0.2024,0.0156,0.0067,0.0044,0.0044,0.1277,0.2171
1215,0.4138,0.1565,0.2931,0.2545,0.1497,0.1024,0.0621,0.0621,0.1926,0.2396
1216,0.505,0.26,0.3663,0.41,0.2805,0.1859,0.1276,0.1276,0.3243,0.313
1217,0.4124,0.1562,0.3196,0.2842,0.1476,0.075,0.0451,0.0451,0.218,0.1992
1218,0.4659,0.1494,0.3409,0.3821,0.1951,0.0949,0.0558,0.0558,0.2828,0.227
1219,0.3895,0.1064,0.2842,0.3258,0.1217,0.0257,0.0119,0.0119,0.1909,0.207
1220,0.3986,0.0803,0.2101,0.1696,0.0696,0.0342,0.0114,0.0114,0.1562,0.1421
1221,0.3774,0.1524,0.2264,0.2684,0.1486,0.0903,0.0499,0.0499,0.1962,0.2321
1222,0.4,0.1784,0.2326,0.3097,0.1688,0.0642,0.0223,0.0223,0.2101,0.1793
1223,0.2791,0.1575,0.2171,0.1628,0.0979,0.0485,0.0193,0.0193,0.2863,0.1112
1224,0.4309,0.2131,0.3089,0.2147,0.1349,0.0837,0.0556,0.0556,0.2298,0.3061
1225,0.3099,0.0857,0.2113,0.1928,0.097,0.0226,0.011,0.011,0.2345,0.1119
1226,0.5209,0.2817,0.3349,0.324,0.2231,0.1521,0.1002,0.1002,0.3279,0.2552
1227,0.3204,0.1078,0.2427,0.2044,0.112,0.0664,0.039,0.039,0.152,0.0385
1228,0.2879,0.1077,0.2576,0.1573,0.0598,0.016,0.0083,0.0083,0.2278,0.2177
1229,0.4276,0.1958,0.3586,0.2875,0.1706,0.1143,0.0789,0.0789,0.3583,0.3295
1230,0.5111,0.2022,0.3556,0.3627,0.204,0.1132,0.0643,0.0643,0.3042,0.3279
1231,0.416,0.2602,0.272,0.2588,0.1755,0.1141,0.0776,0.0776,0.4589,0.3557
1232,0.3562,0.1475,0.274,0.1853,0.1043,0.073,0.0515,0.0515,0.1654,0.2825
1233,0.2414,0.0702,0.1207,0.0682,0.0089,0.0045,0.0032,0.0032,0.1597,0.1051
1234,0.1481,0.0566,0.1296,0.063,0.0261,0.0091,0.0054,0.0054,0.0465,-0.3663
1235,0.4024,0.1358,0.2683,0.3111,0.1182,0.0542,0.0207,0.0207,0.2374,0.2643
1236,0.6034,0.4348,0.5259,0.4289,0.3617,0.3184,0.2813,0.2813,0.3884,0.4003
1237,0.4318,0.1724,0.3409,0.3678,0.2265,0.1342,0.0412,0.0412,0.3232,0.2466
1238,0.3465,0.1349,0.2598,0.126,0.0625,0.0313,0.0187,0.0187,0.1273,0.1329
1239,0.3568,0.1506,0.2988,0.165,0.0943,0.0623,0.0481,0.0481,0.1652,0.1815
1240,0.5302,0.2254,0.3814,0.3803,0.2407,0.1413,0.0694,0.0694,0.3596,0.3261
1241,0.5556,0.2247,0.3778,0.4295,0.2557,0.1715,0.1295,0.1295,0.299,0.3232
1242,0.4306,0.2113,0.2917,0.2593,0.1506,0.0952,0.0686,0.0686,0.2961,0.3111
1243,0.4021,0.1667,0.2577,0.2023,0.114,0.0798,0.0606,0.0606,0.199,0.181
1244,0.4475,0.1567,0.2831,0.2409,0.1143,0.0564,0.0188,0.0188,0.2086,0.1562
1245,0.4307,0.1912,0.2847,0.203,0.1179,0.0766,0.0569,0.0569,0.1979,0.3122
1246,0.2892,0.0732,0.1566,0.1837,0.0615,0.0158,0.008,0.008,0.1579,0.1054
1247,0.4,0.1387,0.2743,0.2766,0.1443,0.0768,0.0266,0.0266,0.2656,0.3088
1248,0.3881,0.2273,0.3134,0.2469,0.1667,0.1207,0.0907,0.0907,0.3308,0.3703
1249,0.5057,0.2442,0.4023,0.4227,0.2653,0.172,0.0888,0.0888,0.3258,0.3704
1250,0.256,0.0488,0.192,0.184,0.0497,0.015,0.0083,0.0083,0.1292,-0.2123
1251,0.5171,0.2299,0.365,0.2677,0.1711,0.1227,0.0877,0.0877,0.2609,0.3599
1252,0.2958,0.0429,0.1549,0.2022,0.083,0.043,0.0174,0.0174,0.244,0.0674
1253,0.5044,0.25,0.3274,0.3647,0.2565,0.1791,0.134,0.134,0.3066,0.2172
1254,0.4,0.1459,0.2894,0.2226,0.1294,0.0861,0.0678,0.0678,0.2025,0.2834
1255,0.2468,0.0263,0.1558,0.1609,0.0612,0.0164,0.0085,0.0085,0.1419,0.1264
1256,0.4343,0.2312,0.3086,0.3474,0.2432,0.172,0.1289,0.1289,0.3101,0.1751
1257,0.5027,0.2486,0.4064,0.3894,0.2769,0.2068,0.1541,0.1541,0.3655,0.2858
1258,0.4302,0.1647,0.3256,0.3333,0.1792,0.1162,0.0873,0.0873,0.2384,0.2162
1259,0.3976,0.1341,0.2651,0.2225,0.1164,0.0493,0.0181,0.0181,0.1879,0.1633
1260,0.3648,0.1377,0.2541,0.1362,0.088,0.0617,0.0474,0.0474,0.1904,0.1856
1261,0.3434,0.1224,0.2525,0.2766,0.1443,0.0879,0.0294,0.0294,0.2156,0.247
1262,0.3709,0.1074,0.2517,0.2299,0.0731,0.0185,0.0093,0.0093,0.1699,0.2155
1263,0.2656,0.0794,0.2188,0.1625,0.0786,0.0199,0.0101,0.0101,0.1731,0.133
1264,0.4348,0.1491,0.2522,0.2079,0.0923,0.0369,0.0132,0.0132,0.1831,0.1917
1265,0.3333,0.0847,0.25,0.2099,0.1024,0.051,0.0203,0.0203,0.2146,0.2482
1266,0.1407,0.0746,0.1259,0.0035,0.0024,0.0017,0.0007,0.0007,0.0397,-0.2265
1267,0.486,0.1792,0.2991,0.2752,0.1642,0.1129,0.076,0.076,0.2373,0.3465
1268,0.4242,0.1472,0.303,0.3444,0.1866,0.1059,0.0608,0.0608,0.3195,0.2629
1269,0.4045,0.1136,0.3146,0.3139,0.1215,0.056,0.0215,0.0215,0.2075,0.3071
1270,0.3855,0.1245,0.2109,0.181,0.0968,0.0574,0.0352,0.0352,0.1803,0.1703
1271,0.4048,0.2651,0.3333,0.3295,0.2384,0.1742,0.1256,0.1256,0.2897,0.3294
1272,0.5405,0.3014,0.4459,0.4024,0.2816,0.1783,0.0952,0.0952,0.3467,0.4798
1273,0.3059,0.0238,0.1294,0.2135,0.0156,0.0065,0.0042,0.0042,0.1609,0.0351
1274,0.3559,0.129,0.2562,0.1196,0.0703,0.047,0.0354,0.0354,0.1465,0.1973
1275,0.359,0.1391,0.188,0.1412,0.058,0.0343,0.0149,0.0149,0.2791,0.2234
1276,0.3687,0.1017,0.2346,0.3,0.1422,0.0613,0.0227,0.0227,0.1786,0.1946
1277,0.3955,0.1714,0.3164,0.3059,0.181,0.1165,0.0662,0.0662,0.2281,0.2521
1278,0.557,0.2308,0.3924,0.4048,0.2316,0.1378,0.0754,0.0754,0.3975,0.3511
1279,0.6207,0.4186,0.5057,0.4524,0.3218,0.2162,0.1391,0.1391,0.4592,0.5491
1280,0.4504,0.1308,0.2672,0.2162,0.1006,0.0376,0.013,0.013,0.1762,0.2343
1281,0.3485,0.1145,0.2273,0.1023,0.0474,0.0243,0.0083,0.0083,0.1338,0.1903
1282,0.4494,0.1932,0.3596,0.3191,0.155,0.0805,0.0275,0.0275,0.277,0.3097
1283,0.3333,0.0923,0.2273,0.1842,0.0701,0.0188,0.0098,0.0098,0.2254,0.1191
1284,0.2837,0.0432,0.156,0.1899,0.0698,0.0185,0.0096,0.0096,0.1331,0.0423
1285,0.3676,0.0896,0.2206,0.2143,0.0719,0.0185,0.0094,0.0094,0.2608,0.1983
1286,0.5109,0.2747,0.3913,0.4,0.2843,0.1985,0.1358,0.1358,0.3562,0.3696
1287,0.4533,0.2297,0.3067,0.3043,0.1918,0.142,0.1126,0.1126,0.4084,0.4025
1288,0.3492,0.139,0.254,0.2768,0.1579,0.0797,0.0477,0.0477,0.178,0.0743
1289,0.4085,0.1714,0.338,0.2674,0.1587,0.0669,0.0245,0.0245,0.3625,0.2812
1290,0.3636,0.0714,0.1717,0.2219,0.0944,0.0601,0.0435,0.0435,0.1698,0.0906
1291,0.3745,0.2169,0.3108,0.175,0.1215,0.081,0.0558,0.0558,0.2206,0.1926
1292,0.1565,0.0531,0.1217,0.0526,0.0084,0.0046,0.0034,0.0034,0.0804,0.0119
1293,0.1165,0.0,0.0777,0.0579,0.0062,0.0029,0.002,0.002,0.0503,-0.2749
1294,0.503,0.1818,0.3353,0.4146,0.1893,0.0964,0.058,0.058,0.279,0.3045
1295,0.3784,0.1091,0.2432,0.1369,0.0638,0.0274,0.0101,0.0101,0.1675,0.1567
1296,0.4388,0.2062,0.3469,0.2983,0.1856,0.1353,0.0975,0.0975,0.2082,0.3088
1297,0.4207,0.1561,0.2657,0.1966,0.1115,0.0735,0.0521,0.0521,0.2446,0.1825
1298,0.3176,0.0952,0.1647,0.2379,0.1071,0.0241,0.0115,0.0115,0.1641,0.1254
1299,0.4253,0.1628,0.2414,0.3415,0.2053,0.1282,0.0404,0.0404,0.2595,0.1997
1300,0.25,0.0704,0.1667,0.1348,0.0554,0.0152,0.008,0.008,0.1806,0.0054
1301,0.3206,0.1053,0.1951,0.1169,0.0661,0.041,0.0257,0.0257,0.1437,0.1346
1302,0.3947,0.1333,0.2368,0.2436,0.0795,0.0203,0.0103,0.0103,0.1903,0.2285
1303,0.3716,0.0994,0.2404,0.2621,0.1157,0.0652,0.0413,0.0413,0.1728,0.1764
1304,0.4541,0.1749,0.3135,0.3837,0.2327,0.1653,0.1214,0.1214,0.2912,0.2333
1305,0.3411,0.1549,0.2408,0.0879,0.0571,0.0403,0.0316,0.0316,0.1384,0.1001
1306,0.4135,0.1617,0.3122,0.2331,0.1423,0.1046,0.0845,0.0845,0.2242,0.198
1307,0.1818,0.1176,0.1653,0.1209,0.097,0.0859,0.0733,0.0733,0.2624,0.0999
1308,0.4279,0.1809,0.3284,0.2807,0.1704,0.1004,0.0547,0.0547,0.2235,0.1709
1309,0.426,0.1317,0.2604,0.3086,0.1389,0.0788,0.0281,0.0281,0.195,0.2721
1310,0.3525,0.1304,0.2086,0.1508,0.0947,0.0673,0.0491,0.0491,0.1857,0.081
1311,0.4478,0.1809,0.3085,0.3255,0.2143,0.1379,0.0933,0.0933,0.2336,0.2447
1312,0.3493,0.141,0.2271,0.2509,0.1298,0.0798,0.0444,0.0444,0.1919,0.1372
1313,0.3014,0.0737,0.1735,0.1695,0.0697,0.0328,0.0127,0.0127,0.1539,0.0905
1314,0.3596,0.1477,0.2697,0.2783,0.1617,0.1076,0.074,0.074,0.2051,0.1251
1315,0.375,0.1034,0.2727,0.2976,0.1467,0.0807,0.0505,0.0505,0.2436,0.099
1316,0.5138,0.1944,0.2844,0.3902,0.2265,0.1368,0.0896,0.0896,0.273,0.3177
1317,0.5104,0.1474,0.3125,0.3905,0.1887,0.09,0.0525,0.0525,0.2198,0.3773
1318,0.1406,0.0159,0.1094,0.0682,0.028,0.0097,0.0057,0.0057,0.1217,0.0324
1319,0.4471,0.1667,0.2588,0.3077,0.1547,0.0645,0.0235,0.0235,0.2522,0.3317
1320,0.3093,0.0729,0.2268,0.1814,0.0913,0.0615,0.0458,0.0458,0.1542,0.1148
1321,0.3359,0.155,0.2443,0.1829,0.1257,0.084,0.0622,0.0622,0.2545,0.1644
1322,0.3039,0.0495,0.1961,0.1535,0.0489,0.0266,0.0111,0.0111,0.1135,0.0386
1323,0.425,0.1392,0.2125,0.3021,0.1381,0.0273,0.0122,0.0122,0.3935,0.2573
1324,0.1784,0.0474,0.1127,0.1108,0.0557,0.028,0.0112,0.0112,0.0723,-0.0617
1325,0.4734,0.1659,0.2995,0.3185,0.1689,0.1158,0.0809,0.0809,0.2526,0.2914
1326,0.3636,0.084,0.1818,0.2,0.0735,0.0195,0.0101,0.0101,0.2349,0.1494
1327,0.4425,0.1964,0.2743,0.2827,0.1763,0.1226,0.0803,0.0803,0.2318,0.3215
1328,0.4294,0.1739,0.3067,0.3283,0.2109,0.1573,0.1253,0.1253,0.3143,0.2011
1329,0.3525,0.1488,0.2459,0.134,0.0779,0.0562,0.044,0.044,0.1319,0.1502
1330,0.381,0.1084,0.2381,0.2262,0.1044,0.0237,0.0113,0.0113,0.1987,0.2283
1331,0.3529,0.0927,0.2484,0.1923,0.0707,0.0404,0.0172,0.0172,0.1815,0.1991
1332,0.4675,0.2237,0.3117,0.2889,0.189,0.1266,0.0695,0.0695,0.331,0.2751
1333,0.4804,0.1921,0.2346,0.3118,0.1841,0.0907,0.0302,0.0302,0.234,0.3356
1334,0.2121,0.0769,0.1667,0.1,0.0474,0.0137,0.0074,0.0074,0.1569,0.0377
1335,0.325,0.1646,0.2875,0.2674,0.186,0.1352,0.1045,0.1045,0.232,0.1946
1336,0.3511,0.1705,0.229,0.2111,0.1378,0.0952,0.0316,0.0316,0.4175,0.3735
1337,0.5176,0.1905,0.3647,0.3667,0.1926,0.0945,0.0314,0.0314,0.3244,0.3188
1338,0.3425,0.1111,0.2603,0.26,0.1472,0.0848,0.0306,0.0306,0.1979,0.1444
1339,0.4524,0.2048,0.2857,0.3723,0.2192,0.1463,0.1008,0.1008,0.344,0.2561
1340,0.4164,0.1443,0.2389,0.1469,0.0806,0.047,0.0286,0.0286,0.1901,0.2853
1341,0.3875,0.1646,0.3,0.2955,0.1748,0.1022,0.0595,0.0595,0.2814,0.238
1342,0.3949,0.1032,0.2548,0.2412,0.0966,0.023,0.0113,0.0113,0.1916,0.1555
1343,0.2819,0.0711,0.185,0.1593,0.0654,0.0308,0.0119,0.0119,0.1385,-0.047
1344,0.4848,0.1963,0.3515,0.3409,0.198,0.1539,0.1267,0.1267,0.3126,0.3353
1345,0.3822,0.1677,0.2803,0.2267,0.0959,0.0631,0.0432,0.0432,0.1803,0.2664
1346,0.3826,0.1053,0.2174,0.198,0.0983,0.0473,0.0156,0.0156,0.1462,0.1195
1347,0.3486,0.1111,0.2477,0.1536,0.0595,0.0346,0.0223,0.0223,0.1288,0.1465
1348,0.3927,0.1392,0.2691,0.1327,0.0719,0.0264,0.0091,0.0091,0.1525,0.1539
1349,0.5622,0.3279,0.4108,0.4545,0.3312,0.255,0.1988,0.1988,0.4217,0.3825
1350,0.1818,0.0395,0.1169,0.122,0.0549,0.0156,0.0083,0.0083,0.1199,0.0665
1351,0.5114,0.2184,0.3523,0.3864,0.2493,0.1425,0.0908,0.0908,0.2841,0.365
1352,0.3883,0.155,0.293,0.07,0.0385,0.018,0.0058,0.0058,0.1316,0.2752
1353,0.4875,0.1899,0.275,0.3176,0.1845,0.0936,0.0316,0.0316,0.3134,0.3333
1354,0.413,0.1868,0.25,0.3191,0.1657,0.1143,0.0757,0.0757,0.2322,0.1879
1355,0.5021,0.2661,0.366,0.2883,0.2027,0.1479,0.1107,0.1107,0.2343,0.437
1356,0.474,0.1637,0.3468,0.3444,0.1866,0.1059,0.0723,0.0723,0.2728,0.2953
1357,0.5067,0.2432,0.3867,0.378,0.2367,0.1776,0.1372,0.1372,0.413,0.4783
1358,0.3804,0.1615,0.3067,0.3247,0.2067,0.1196,0.0693,0.0693,0.2469,0.2165
1359,0.4125,0.1899,0.2875,0.2584,0.1533,0.0932,0.0659,0.0659,0.2689,0.2704
1360,0.4316,0.1064,0.2421,0.2528,0.0962,0.0205,0.0095,0.0095,0.1708,0.2914
1361,0.3429,0.1272,0.2286,0.241,0.1084,0.0244,0.0116,0.0116,0.1566,0.0703
1362,0.4625,0.1772,0.3375,0.3125,0.1887,0.1317,0.0971,0.0971,0.2674,0.2736
1363,0.3625,0.1641,0.2356,0.1328,0.0815,0.0438,0.0128,0.0128,0.1469,0.1244
1364,0.4354,0.2621,0.3673,0.3415,0.2677,0.1648,0.1142,0.1142,0.2858,0.2537
1365,0.3571,0.1079,0.2357,0.1505,0.0713,0.0403,0.0274,0.0274,0.1351,0.1877
1366,0.474,0.1754,0.3353,0.3882,0.204,0.1146,0.0778,0.0778,0.3354,0.2902
1367,0.0766,0.058,0.0766,0.0482,0.0343,0.0269,0.02,0.02,0.0375,-0.5202
1368,0.4043,0.1613,0.2766,0.2874,0.1698,0.1136,0.082,0.082,0.2294,0.2949
1369,0.402,0.1624,0.2814,0.3314,0.174,0.0977,0.0558,0.0558,0.2501,0.3037
1370,0.4315,0.2138,0.3493,0.0864,0.0559,0.0365,0.0231,0.0231,0.1944,0.2677
1371,0.4541,0.2341,0.3575,0.3284,0.228,0.1494,0.102,0.102,0.2795,0.301
1372,0.2817,0.1,0.1831,0.1828,0.0891,0.0444,0.0176,0.0176,0.2345,0.1518
1373,0.3673,0.1443,0.2959,0.2159,0.1229,0.0875,0.0589,0.0589,0.178,0.1219
1374,0.2698,0.0845,0.186,0.1498,0.0719,0.033,0.0126,0.0126,0.101,0.1385
1375,0.4509,0.152,0.289,0.369,0.1886,0.0757,0.0271,0.0271,0.2624,0.2689
1376,0.3947,0.1733,0.3158,0.2771,0.1538,0.0663,0.0246,0.0246,0.342,0.2643
1377,0.381,0.1711,0.2646,0.2567,0.1395,0.0948,0.0554,0.0554,0.1713,0.239
1378,0.3675,0.0776,0.2051,0.2044,0.0531,0.0125,0.0061,0.0061,0.1436,0.1665
1379,0.2353,0.0855,0.1345,0.0864,0.0329,0.0111,0.0065,0.0065,0.1622,0.1281
1380,0.4774,0.2988,0.3786,0.2152,0.1665,0.1332,0.1095,0.1095,0.2666,0.3848
1381,0.2623,0.0579,0.1721,0.1247,0.0274,0.0077,0.0041,0.0041,0.0977,-0.0291
1382,0.5109,0.237,0.3942,0.3605,0.2348,0.1738,0.1396,0.1396,0.4389,0.4624
1383,0.5143,0.1618,0.2514,0.3357,0.1606,0.0659,0.0238,0.0238,0.2584,0.1131
1384,0.3967,0.1681,0.314,0.2459,0.128,0.0822,0.0313,0.0313,0.2453,0.2555
1385,0.5897,0.3247,0.4359,0.3951,0.2534,0.201,0.1643,0.1643,0.4043,0.3544
1386,0.3841,0.1679,0.2971,0.1795,0.1114,0.0787,0.0542,0.0542,0.2038,0.1734
1387,0.3443,0.1,0.2787,0.2105,0.0918,0.0225,0.0112,0.0112,0.267,0.1794
1388,0.3243,0.1511,0.2342,0.0903,0.0604,0.0467,0.0376,0.0376,0.1733,0.124
1389,0.2931,0.0877,0.1897,0.1375,0.0417,0.0131,0.0073,0.0073,0.2254,0.1694
1390,0.466,0.1667,0.3204,0.2729,0.1295,0.0731,0.0236,0.0236,0.2293,0.1924
1391,0.4286,0.1796,0.3214,0.1196,0.0676,0.0409,0.0259,0.0259,0.1895,0.2168
1392,0.4365,0.1026,0.2944,0.3068,0.1297,0.0677,0.0232,0.0232,0.2599,0.2425
1393,0.4259,0.1308,0.25,0.3075,0.1546,0.0826,0.046,0.046,0.2333,0.2387
1394,0.2258,0.082,0.1774,0.0889,0.0316,0.0104,0.006,0.006,0.1664,0.1041
1395,0.5,0.2235,0.2674,0.3793,0.2485,0.172,0.1247,0.1247,0.3457,0.3013
1396,0.5152,0.2653,0.3737,0.4239,0.274,0.1983,0.1454,0.1454,0.3586,0.3144
1397,0.493,0.1878,0.307,0.3359,0.1688,0.0902,0.0502,0.0502,0.2858,0.2359
1398,0.4412,0.1584,0.3039,0.2824,0.1328,0.0861,0.0647,0.0647,0.2217,0.1833
1399,0.3425,0.1111,0.2192,0.25,0.0776,0.0194,0.0098,0.0098,0.1986,0.1981
1400,0.2174,0.0735,0.2029,0.1264,0.0383,0.012,0.0067,0.0067,0.1176,0.0281
1401,0.4977,0.1611,0.2535,0.3512,0.1703,0.0785,0.0253,0.0253,0.2667,0.1714
1402,0.3774,0.1538,0.2642,0.2593,0.0989,0.0266,0.0139,0.0139,0.2355,0.2099
1403,0.5769,0.2468,0.3718,0.3596,0.1808,0.1041,0.0716,0.0716,0.289,0.3651
1404,0.2414,0.0751,0.1954,0.0708,0.0281,0.0056,0.0025,0.0025,0.0886,-0.0757
1405,0.2997,0.1053,0.1951,0.0991,0.0593,0.0374,0.0263,0.0263,0.1274,-0.0056
1406,0.2989,0.1047,0.1954,0.2517,0.1181,0.0539,0.0206,0.0206,0.1985,0.071
1407,0.4578,0.1707,0.3012,0.3797,0.1846,0.0762,0.0276,0.0276,0.2372,0.1367
1408,0.2909,0.1104,0.2303,0.2235,0.1153,0.0543,0.021,0.021,0.1713,0.021
1409,0.4066,0.0667,0.2198,0.3626,0.127,0.0566,0.0213,0.0213,0.2493,0.1944
1410,0.4909,0.1743,0.3364,0.2928,0.1574,0.096,0.0662,0.0662,0.281,0.2755
1411,0.4048,0.1566,0.2738,0.3415,0.1948,0.0983,0.0331,0.0331,0.282,0.1934
1412,0.4571,0.2312,0.3886,0.3333,0.1868,0.118,0.0374,0.0374,0.2393,0.2891
1413,0.3927,0.1475,0.2557,0.2726,0.1541,0.0955,0.06,0.06,0.2237,0.0957
1414,0.4316,0.1383,0.2737,0.3355,0.1687,0.0971,0.0562,0.0562,0.248,0.2973
1415,0.5363,0.2034,0.257,0.3713,0.2066,0.1107,0.0618,0.0618,0.2763,0.2429
1416,0.4351,0.2353,0.3117,0.116,0.0849,0.0646,0.0459,0.0459,0.2212,0.2375
1417,0.4308,0.2663,0.3323,0.1621,0.1245,0.095,0.0717,0.0717,0.233,0.3253
1418,0.4048,0.1807,0.3214,0.2791,0.1281,0.0269,0.0124,0.0124,0.278,0.2642
1419,0.3433,0.1039,0.2318,0.1384,0.0732,0.0297,0.0107,0.0107,0.1412,0.1895
1420,0.5907,0.3141,0.4974,0.4804,0.3348,0.243,0.1779,0.1779,0.4095,0.4716
1421,0.4776,0.2714,0.3582,0.2618,0.1695,0.1231,0.0967,0.0967,0.255,0.035
1422,0.5258,0.2292,0.3402,0.3774,0.2367,0.1615,0.1163,0.1163,0.2769,0.2666
1423,0.5371,0.2659,0.3543,0.3977,0.253,0.1734,0.1052,0.1052,0.3227,0.3677
1424,0.4103,0.1983,0.3162,0.2516,0.163,0.1261,0.1035,0.1035,0.2395,0.2394
1425,0.4023,0.1279,0.2299,0.3171,0.1533,0.0665,0.0247,0.0247,0.243,0.091
1426,0.4022,0.1356,0.2682,0.2651,0.1441,0.1122,0.0948,0.0948,0.1941,0.1508
1427,0.3904,0.1928,0.2948,0.2135,0.1366,0.0956,0.0692,0.0692,0.2084,0.144
1428,0.4302,0.1445,0.2642,0.1964,0.0964,0.0562,0.0305,0.0305,0.1854,0.2267
1429,0.4044,0.1215,0.2623,0.2859,0.1413,0.0272,0.012,0.012,0.2084,0.2294
1430,0.3908,0.1395,0.2299,0.2857,0.1016,0.0233,0.0112,0.0112,0.2413,0.1306
1431,0.3669,0.1557,0.1893,0.3068,0.1878,0.1179,0.0663,0.0663,0.2485,0.1558
1432,0.3409,0.1609,0.25,0.279,0.1516,0.1031,0.0793,0.0793,0.2103,0.2383
1433,0.5205,0.2897,0.3562,0.2786,0.1965,0.1229,0.0535,0.0535,0.2834,0.331
1434,0.4607,0.1477,0.2921,0.3601,0.2092,0.1432,0.1074,0.1074,0.2315,0.0927
1435,0.3077,0.1111,0.2747,0.2211,0.1283,0.0891,0.0626,0.0626,0.2143,0.0374
1436,0.4084,0.1693,0.2932,0.2744,0.1513,0.1024,0.0672,0.0672,0.2258,0.1909
1437,0.3889,0.1549,0.2917,0.2727,0.1467,0.0951,0.0695,0.0695,0.2876,0.2705
1438,0.3938,0.1152,0.2383,0.3338,0.1524,0.0616,0.0221,0.0221,0.2376,0.1542
1439,0.3965,0.1956,0.2819,0.2231,0.1316,0.0905,0.0633,0.0633,0.1538,0.2028
1440,0.408,0.1407,0.2488,0.1903,0.0926,0.0482,0.0294,0.0294,0.1812,0.3067
1441,0.3861,0.08,0.2277,0.14,0.0509,0.0118,0.0057,0.0057,0.1563,0.2775
1442,0.429,0.2492,0.3505,0.1635,0.1219,0.0872,0.064,0.064,0.2213,0.1899
1443,0.5227,0.2414,0.4318,0.43,0.2845,0.2054,0.1512,0.1512,0.3647,0.4651
1444,0.358,0.175,0.2716,0.2471,0.1534,0.1043,0.0725,0.0725,0.2187,0.2469
1445,0.2038,0.0645,0.1529,0.119,0.0536,0.0152,0.0081,0.0081,0.1118,-0.1143
1446,0.385,0.1043,0.2254,0.263,0.1277,0.0244,0.0107,0.0107,0.1663,0.1114
1447,0.2464,0.0096,0.1327,0.2042,0.0138,0.0057,0.0036,0.0036,0.1288,-0.0661
1448,0.3086,0.0578,0.16,0.2218,0.0865,0.0204,0.01,0.01,0.1475,0.0093
1449,0.4366,0.1571,0.2958,0.3081,0.1481,0.0859,0.0311,0.0311,0.2272,0.1955
1450,0.1368,0.0,0.1026,0.0667,0.0087,0.0044,0.0031,0.0031,0.1178,0.0498
1451,0.5538,0.2487,0.3897,0.3869,0.2384,0.158,0.1242,0.1242,0.3645,0.3986
1452,0.4714,0.2464,0.3286,0.3611,0.2365,0.1587,0.1037,0.1037,0.359,0.4366
1453,0.403,0.1149,0.2586,0.1771,0.0755,0.0376,0.0126,0.0126,0.142,0.1636
1454,0.1319,0.0667,0.1209,0.0639,0.0243,0.0082,0.0048,0.0048,0.0583,-0.2314
1455,0.5094,0.2286,0.3396,0.3807,0.2159,0.1273,0.078,0.078,0.2918,0.3068
1456,0.3165,0.0876,0.2158,0.1556,0.0591,0.0158,0.0082,0.0082,0.201,0.1821
1457,0.5701,0.217,0.3551,0.4108,0.2309,0.1326,0.0379,0.0379,0.3195,0.3612
1458,0.2178,0.0808,0.1584,0.1176,0.0593,0.0175,0.0095,0.0095,0.2144,0.0787
1459,0.4685,0.2394,0.3217,0.2271,0.156,0.1192,0.0964,0.0964,0.2391,0.2244
1460,0.4957,0.1754,0.3304,0.3252,0.1654,0.0859,0.0265,0.0265,0.2571,0.2382
1461,0.2691,0.0452,0.1794,0.0986,0.0299,0.0075,0.0037,0.0037,0.0912,0.0008
1462,0.4128,0.1574,0.2936,0.2799,0.1523,0.0991,0.0675,0.0675,0.2184,0.1855
1463,0.4444,0.1794,0.3022,0.2023,0.1193,0.075,0.0399,0.0399,0.1881,0.2879
1464,0.4836,0.2479,0.3852,0.313,0.2247,0.1561,0.1097,0.1097,0.2652,0.3387
1465,0.3408,0.1538,0.296,0.1718,0.1065,0.0701,0.0382,0.0382,0.1339,0.1443
1466,0.4025,0.1019,0.239,0.3214,0.1245,0.0574,0.022,0.022,0.2485,0.2501
1467,0.3134,0.0909,0.2537,0.1765,0.0794,0.0197,0.0098,0.0098,0.1956,0.1503
1468,0.3871,0.1661,0.2796,0.1244,0.0835,0.0602,0.0458,0.0458,0.209,0.1741
1469,0.3568,0.1422,0.2629,0.2625,0.1626,0.1069,0.0692,0.0692,0.1981,0.0935
1470,0.3967,0.1833,0.281,0.2129,0.142,0.095,0.0656,0.0656,0.2203,0.243
